policy_id,month,avg_monthly_profit,avg_cumulative_profit,avg_revenue,avg_cost,avg_utilization,avg_idle,avg_short,avg_internal_ratio
P6,20,3258.794750,44809.548333,3939.794593,680.999842,0.842304787,13.616811,0.472644,0.569715258
P6,21,3378.278861,48187.827194,4067.276369,688.997508,0.846883541,13.318353,0.525294,0.546973547
P6,22,3294.873015,51482.700208,3973.557735,678.684720,0.841648912,13.672957,0.291555,0.524911209
P6,23,3191.796073,54674.496281,3862.191257,670.395184,0.834956604,14.123107,0.158814,0.502856027
P6,24,3207.884554,57882.380835,3886.645752,678.761197,0.840075019,13.826441,0.210183,0.483546746
P6,25,3169.589810,61051.970645,3854.172249,684.582440,0.840855647,13.802907,0.208603,0.274476161
P6,26,2983.416620,64035.387266,3666.858044,683.441424,0.833823309,14.271183,0.147883,0.261919437
P6,27,3016.148059,67051.535324,3702.724317,686.576258,0.834853405,14.214089,0.147009,0.260012790
P6,28,3065.124793,70116.660118,3752.970741,687.845947,0.835164928,14.199441,0.115613,0.260247444
P6,29,3119.221697,73235.881815,3801.018395,681.796698,0.835373702,14.191739,0.095572,0.261529755
P6,30,3133.426296,76369.308111,3810.542332,677.116036,0.836622586,14.084895,0.107674,0.263670551
P6,31,3204.841015,79574.149127,3886.112847,681.271831,0.841620775,13.722954,0.264169,0.265243962
P6,32,3191.511850,82765.660976,3872.851543,681.339693,0.844573766,13.484492,0.388738,0.264513417
P6,33,3324.441173,86090.102150,4017.697923,693.256749,0.854725940,12.769557,0.530936,0.262742483
P6,34,3360.069469,89450.171619,4064.608300,704.538831,0.859642183,12.426330,0.722945,0.258417429
P6,35,3546.291380,92996.462998,4267.781682,721.490302,0.867452029,11.852052,1.011611,0.253372505
P6,36,3728.293221,96724.756219,4455.055568,726.762347,0.871089666,11.612280,0.974945,0.247791426
P6,37,3857.368917,100582.125136,4572.979442,715.610525,0.867298134,11.911048,0.776483,0.189857298
P6,38,3969.921196,104552.046332,4671.827747,701.906551,0.862277914,12.278813,0.519878,0.187342900
P6,39,3943.314813,108495.361145,4625.825755,682.510942,0.851359115,13.066766,0.183238,0.183371302
P6,40,3747.245786,112242.606930,4413.721647,666.475861,0.832141884,14.459707,0.026650,0.178737689
P6,41,3690.352485,115932.959416,4366.163361,675.810876,0.831649893,14.511176,0.004034,0.180104879
P6,42,3687.857575,119620.816991,4363.745826,675.888251,0.837042213,14.122423,0.003136,0.186465173
P6,43,3681.976930,123302.793921,4363.312333,681.335403,0.838942688,13.990035,0.003712,0.195318955
P6,44,3659.112054,126961.905975,4344.030898,684.918844,0.839430476,13.958793,0.001932,0.205776560
P6,45,3604.945370,130566.851345,4292.001191,687.055821,0.839277081,13.983031,0.001242,0.217018632
P6,46,3632.083948,134198.935294,4311.595224,679.511275,0.840770397,13.893181,0.009226,0.227688105
P6,47,3630.788308,137829.723601,4308.978102,678.189794,0.839943847,13.935783,0.029182,0.237600607
P6,48,3620.183769,141449.907370,4294.429570,674.245800,0.836354263,14.224829,0.025163,0.246260975
P6,49,3556.049311,145005.956681,4228.506234,672.456923,0.829630367,14.771154,0.020206,0.345072399
P6,50,3505.133583,148511.090264,4172.424824,667.291242,0.823185528,15.282930,0.005516,0.342152349
P6,51,3516.883277,152027.973541,4180.495437,663.612160,0.819531671,15.604520,0.003952,0.337325418
P6,52,3478.107802,155506.081343,4134.740525,656.632723,0.811159341,16.310942,0.004794,0.331818445
P6,53,3387.575675,158893.657018,4037.579700,650.004025,0.801062180,17.177360,0.004443,0.326733474
P6,54,3236.142397,162129.799415,3878.815522,642.673125,0.786144487,18.384901,0.002180,0.323254877
P6,55,3074.280647,165204.080062,3706.247816,631.967169,0.771367234,19.557357,0.000000,0.320865358
P6,56,2890.718725,168094.798786,3515.806503,625.087778,0.752309361,21.133043,0.000000,0.319332860
P6,57,2698.939959,170793.738745,3318.520233,619.580274,0.733177181,22.681100,0.000000,0.318397668
P6,58,2502.045152,173295.783897,3117.758892,615.713740,0.706938011,24.883090,0.000000,0.318047183
P6,59,2323.887898,175619.671795,2937.170012,613.282114,0.683590852,26.819341,0.000000,0.318367565
P6,60,2584.062362,178203.734157,3202.673641,618.611280,0.713487147,24.440318,0.003181,0.316020198
P7,1,791.680014,791.680014,1357.610000,565.929986,0.348421053,49.520000,0.000000,1.000000000
P7,2,791.529356,1583.209370,1357.610000,566.080644,0.373289474,47.630000,0.000000,1.000000000
P7,3,794.794920,2378.004290,1367.591286,572.796366,0.325710526,51.246000,0.000000,1.000000000
P7,4,849.048228,3227.052517,1423.141143,574.092915,0.362400376,48.457571,0.000000,1.000000000
P7,5,943.883825,4170.936343,1516.789838,572.906012,0.407060631,45.063392,0.000000,0.999820755
P7,6,1068.472668,5239.409010,1643.566895,575.094228,0.457291608,41.245838,0.000000,0.999275033
P7,7,1244.504395,6483.913405,1813.677495,569.173100,0.514501476,36.897888,0.000000,0.996929766
P7,8,1449.069323,7932.982728,2012.022509,562.953186,0.571752580,32.547546,0.000000,0.992474648
P7,9,1675.750362,9608.733090,2233.366327,557.615965,0.630265190,28.136230,0.000000,0.987171282
P7,10,1929.320539,11538.053629,2485.264221,555.943682,0.682146765,24.302339,0.000000,0.979661315
P7,11,2171.634286,13709.687915,2734.732356,563.098070,0.730697429,20.824905,0.000000,0.970095504
P7,12,2334.359088,16044.047003,2910.888414,576.529326,0.762161597,18.632343,0.000000,0.959095555
P7,13,2425.188905,18469.235909,3028.080118,602.891212,0.779191502,17.476822,0.000066,0.870040698
P7,14,2544.753694,21013.989603,3146.842915,602.089221,0.789988574,16.837206,0.002531,0.853532909
P7,15,2671.356945,23685.346548,3278.750960,607.394015,0.800703899,16.197768,0.023899,0.835739736
P7,16,2827.915210,26513.261758,3451.259441,623.344231,0.812854225,15.490716,0.098177,0.811774016
P7,17,2879.349703,29392.611461,3507.140308,627.790605,0.814080475,15.420902,0.128592,0.787744391
P7,18,2926.423866,32319.035328,3553.499891,627.076025,0.811858838,15.545591,0.162579,0.763441237
P7,19,2787.587753,35106.623080,3401.545966,613.958213,0.802640735,16.080247,0.099802,0.736804849
P7,20,2833.854412,37940.477492,3450.247039,616.392627,0.802535933,16.081998,0.143471,0.711075274
P7,21,3026.877224,40967.354716,3663.382597,636.505373,0.813094845,15.426139,0.360611,0.683821724
P7,22,2970.929444,43938.284160,3606.224473,635.295029,0.812000490,15.484154,0.330293,0.656431561
P7,23,2893.887081,46832.171241,3528.013676,634.126595,0.809061005,15.657229,0.227161,0.629030848
P7,24,2950.813878,49782.985119,3600.112667,649.298789,0.820906801,14.929979,0.325714,0.603290038
P7,25,2963.460160,52746.445279,3629.658570,666.198410,0.824915105,14.688080,0.336066,0.322718009
P7,26,2829.018097,55575.463375,3488.024724,659.006628,0.819746198,15.001026,0.240250,0.300056399
P7,27,2885.774392,58461.237767,3549.797908,664.023516,0.821796176,14.873276,0.249232,0.290755829
P7,28,2941.220934,61402.458701,3608.028010,666.807077,0.822372180,14.847852,0.211815,0.284517602
P7,29,2997.870368,64400.329069,3661.983663,664.113295,0.822763791,14.833317,0.185337,0.280268791
P7,30,3011.208887,67411.537956,3668.939150,657.730263,0.823179743,14.805958,0.179638,0.277710086
P7,31,3074.830236,70486.368191,3740.377105,665.546870,0.827520091,14.508071,0.415343,0.275610956
P7,32,3069.042280,73555.410471,3739.746413,670.704133,0.831201844,14.236324,0.625527,0.271726755
P7,33,3212.095622,76767.506093,3894.805789,682.710167,0.841832068,13.539243,0.849928,0.267273185
P7,34,3255.095939,80022.602032,3949.370288,694.274349,0.847146652,13.183211,0.977396,0.260513090
P7,35,3459.105616,83481.707648,4170.692223,711.586607,0.856188589,12.561415,1.309741,0.253246561
P7,36,3656.577779,87138.285427,4374.541785,717.964006,0.860495406,12.287267,1.306536,0.245622999
P7,37,3808.400466,90946.685893,4515.103185,706.702719,0.857349856,12.527102,0.974621,0.167853781
P7,38,3930.953539,94877.639432,4620.054349,689.100810,0.852265320,12.897160,0.727366,0.165333089
P7,39,3916.024001,98793.663433,4589.459503,673.435502,0.840749735,13.720955,0.295173,0.163044918
P7,40,3781.372965,102575.036398,4440.399889,659.026924,0.820232486,15.213660,0.052405,0.161773737
P7,41,3750.920477,106325.956874,4419.130002,668.209525,0.818949786,15.334685,0.009085,0.166204794
P7,42,3735.807849,110061.764724,4401.463023,665.655173,0.823359232,15.056599,0.004373,0.174028963
P7,43,3700.112391,113761.877115,4370.176131,670.063740,0.824262318,15.022923,0.006818,0.182740316
P7,44,3659.303457,117421.180571,4330.674692,671.371235,0.822673220,15.160229,0.006142,0.192059183
P7,45,3597.388766,121018.569338,4267.412989,670.024223,0.822173664,15.207614,0.006414,0.201790179
P7,46,3658.755466,124677.324803,4326.246310,667.490844,0.826787789,14.881011,0.031286,0.210887499
P7,47,3692.563359,128369.888162,4362.904936,670.341577,0.827885412,14.783680,0.055276,0.218941862
P7,48,3732.399292,132102.287454,4400.698612,668.299320,0.828023132,14.795859,0.074677,0.225248806
P7,49,3718.550998,135820.838452,4386.147329,667.596331,0.823287849,15.187409,0.082577,0.288958196
P7,50,3653.943155,139474.781607,4313.869532,659.926377,0.813892759,15.915519,0.071702,0.282425045
P7,51,3624.508305,143099.289913,4280.068688,655.560383,0.807264340,16.444153,0.055408,0.274548587
P7,52,3544.709783,146643.999695,4191.245240,646.535457,0.796553498,17.279640,0.027735,0.265881571
P7,53,3414.401734,150058.401429,4054.470501,640.068767,0.784107609,18.282493,0.014117,0.257262671
P7,54,3220.930662,153279.332091,3852.414249,631.483587,0.763693943,19.909401,0.009085,0.250172757
P7,55,3043.284606,156322.616698,3666.141658,622.857051,0.746188265,21.287399,0.001510,0.245483709
P7,56,2873.253346,159195.870044,3488.865717,615.612371,0.727889888,22.772731,0.000371,0.242921988
P7,57,2698.899815,161894.769859,3308.878554,609.978739,0.713961880,23.885203,0.000000,0.242157609
P7,58,2492.411836,164387.181695,3100.014271,607.602434,0.693417382,25.615430,0.000000,0.242765782
P7,59,2307.859497,166695.041192,2914.364382,606.504886,0.676486463,27.012815,0.000000,0.244686550
P7,60,2587.293393,169282.334585,3198.445509,611.152117,0.716971124,23.811627,0.001030,0.244923564
P8,1,796.214698,796.214698,1366.403143,570.188445,0.351473684,49.288000,0.000000,1.000000000
P8,2,825.108089,1621.322787,1400.174714,575.066625,0.385825188,46.677286,0.000000,1.000000000
P8,3,876.962649,2498.285436,1457.569857,580.607208,0.352738722,49.191857,0.000000,1.000000000
P8,4,970.090369,3468.375805,1545.144143,575.053774,0.398381579,45.723000,0.000000,1.000000000
P8,5,1098.202897,4566.578702,1668.159909,569.957012,0.448884409,41.884785,0.000000,0.999836456
P8,6,1285.982707,5852.561409,1852.510260,566.527552,0.511803826,37.102909,0.000000,0.999348304
P8,7,1535.135888,7387.697298,2098.703038,563.567150,0.587231481,31.373775,0.000000,0.997243447
P8,8,1884.689969,9272.387267,2450.034351,565.344382,0.669274072,25.272339,0.000000,0.990448358
P8,9,2193.340217,11465.727484,2768.393432,575.053215,0.730277654,20.890803,0.000000,0.979023421
P8,10,2492.375776,13958.103260,3085.424415,593.048639,0.769852037,18.202511,0.000544,0.962110376
P8,11,2750.894617,16708.997877,3372.450758,621.556141,0.798295810,16.407350,0.056335,0.941180805
P8,12,2934.222077,19643.219954,3582.597355,648.375278,0.814854017,15.401349,0.181999,0.919620751
P8,13,3062.275263,22705.495216,3722.252789,659.977527,0.823042581,14.906713,0.332728,0.754210543
P8,14,3186.722845,25892.218062,3863.170343,676.447498,0.832090279,14.336422,0.677591,0.732045591
P8,15,3235.829450,29128.047512,3927.786779,691.957329,0.839524616,13.846232,1.019789,0.706659146
P8,16,3357.358907,32485.406419,4068.357000,710.998094,0.847674538,13.290852,1.446460,0.677567856
P8,17,3348.962622,35834.369041,4057.522128,708.559506,0.847004890,13.352797,1.186219,0.649650890
P8,18,3371.684550,39206.053590,4067.625503,695.940953,0.845474776,13.476311,0.805218,0.624856337
P8,19,3182.078466,42388.132057,3850.698689,668.620223,0.836033241,14.103482,0.307406,0.599273593
P8,20,3216.136658,45604.268715,3883.411616,667.274958,0.833518360,14.310806,0.187617,0.576388707
P8,21,3311.072442,48915.341157,3994.342644,683.270201,0.836041654,14.204123,0.318213,0.553556486
P8,22,3241.758925,52157.100083,3918.632695,676.873769,0.830956596,14.615926,0.283887,0.530880188
P8,23,3149.206905,55306.306988,3818.507814,669.300909,0.823278153,15.214136,0.138112,0.508032756
P8,24,3181.262954,58487.569942,3864.616331,683.353377,0.831599884,14.670282,0.191145,0.487658528
P8,25,3151.022130,61638.592072,3842.049787,691.027657,0.833517218,14.565829,0.191999,0.262767816
P8,26,2980.355211,64618.947283,3668.060353,687.705141,0.825467204,15.173873,0.130930,0.248131569
P8,27,3013.081322,67632.028605,3703.682627,690.601305,0.826549284,15.121430,0.137445,0.244433029
P8,28,3060.159881,70692.188486,3751.997835,691.837955,0.826678509,15.133986,0.095311,0.243220644
P8,29,3104.652961,73796.841447,3794.786408,690.133447,0.825474228,15.263595,0.095086,0.243363177
P8,30,3114.823620,76911.665068,3798.072343,683.248723,0.825261478,15.256131,0.090299,0.244489552
P8,31,3186.108142,80097.773210,3873.885158,687.777016,0.830257723,14.860176,0.221827,0.245614655
P8,32,3172.386688,83270.159897,3862.251378,689.864691,0.832533951,14.676120,0.329436,0.244560619
P8,33,3306.851380,86577.011277,4004.275285,697.423906,0.843740446,13.829330,0.416661,0.242802486
P8,34,3346.794883,89923.806160,4052.950458,706.155575,0.848310466,13.499725,0.495371,0.238730866
P8,35,3547.578441,93471.384601,4268.423657,720.845216,0.857845213,12.774900,0.678523,0.233947220
P8,36,3742.032690,97213.417292,4467.707214,725.674523,0.861882423,12.512158,0.654274,0.228682315
P8,37,3887.507696,101100.924988,4602.246109,714.738412,0.856522394,12.972064,0.502020,0.175084298
P8,38,4004.650488,105105.575476,4706.336076,701.685589,0.850011562,13.507680,0.379977,0.173502032
P8,39,3979.357428,109084.932903,4667.288945,687.931518,0.835092181,14.705820,0.139819,0.171582026
P8,40,3842.165932,112927.098836,4524.300942,682.135010,0.811854440,16.569152,0.021663,0.171033303
P8,41,3800.330767,116727.429603,4488.821896,688.491129,0.809234812,16.794340,0.002900,0.175368152
P8,42,3781.933337,120509.362939,4469.220129,687.286792,0.813551560,16.487845,0.003999,0.183162071
P8,43,3773.809188,124283.172127,4472.131877,698.322689,0.816195013,16.304660,0.004398,0.192510871
P8,44,3752.006687,128035.178814,4449.129797,697.123110,0.816053221,16.334075,0.002271,0.202723766
P8,45,3698.751737,131733.930550,4393.375436,694.623700,0.816310825,16.311008,0.002985,0.213316364
P8,46,3756.107307,135490.037858,4446.545023,690.437715,0.822340936,15.816677,0.010267,0.222976322
P8,47,3792.031154,139282.069011,4483.785578,691.754424,0.823551585,15.714366,0.024457,0.231565841
P8,48,3818.901068,143100.970079,4508.124682,689.223614,0.823372018,15.746056,0.031665,0.238227221
P8,49,3773.022127,146873.992207,4461.462575,688.440448,0.817764044,16.245187,0.034430,0.299880282
P8,50,3707.906871,150581.899077,4392.816148,684.909278,0.809302648,16.969614,0.025938,0.293261740
P8,51,3682.759219,154264.658296,4362.915349,680.156130,0.804038477,17.422666,0.022892,0.285050001
P8,52,3642.130876,157906.789173,4319.726051,677.595175,0.796601126,18.057946,0.015624,0.277806941
P8,53,3531.396832,161438.186005,4202.925164,671.528332,0.786716212,18.905108,0.011900,0.271082254
P8,54,3366.251714,164804.437719,4031.696594,665.444880,0.770328261,20.285081,0.004932,0.266289540
P8,55,3200.299089,168004.736808,3855.127864,654.828775,0.756251271,21.445056,0.000593,0.263441378
P8,56,3022.662274,171027.399082,3669.529024,646.866749,0.739941451,22.863717,0.000000,0.262161413
P8,57,2832.873175,173860.272257,3476.351622,643.478447,0.725418034,24.085315,0.000000,0.262195315
P8,58,2620.383962,176480.656219,3261.595419,641.211458,0.705468259,25.838187,0.000000,0.263346791
P8,59,2434.385183,178915.041402,3074.922255,640.537072,0.688560625,27.319065,0.000000,0.265523900
P8,60,2710.348472,181625.389874,3352.841431,642.492958,0.723191011,24.460852,0.002185,0.265744015
P9,1,790.926031,790.926031,1357.610000,566.683969,0.348421053,49.520000,0.000000,1.000000000
P9,2,785.014325,1575.940356,1357.610000,572.595675,0.373289474,47.630000,0.000000,1.000000000
P9,3,780.067369,2356.007725,1360.485571,580.418202,0.323868421,51.386000,0.000000,1.000000000
P9,4,807.245681,3163.253406,1387.087714,579.842033,0.354116541,49.087143,0.000000,1.000000000
P9,5,894.271818,4057.525224,1472.517266,578.245449,0.397423413,45.795821,0.000000,0.999820755
P9,6,1010.425375,5067.950599,1585.612510,575.187135,0.444605048,42.210016,0.000000,0.999261452
P9,7,1181.430079,6249.380678,1750.377967,568.947888,0.498602603,38.106202,0.000000,0.996853557
P9,8,1369.682605,7619.063283,1931.826650,562.144045,0.551235532,34.107345,0.000000,0.991093117
P9,9,1576.551791,9195.615073,2129.779328,553.227537,0.602623441,30.215244,0.000000,0.981956519
P9,10,1805.280529,11000.895602,2357.834241,552.553712,0.648815680,26.768072,0.001458,0.968256056
P9,11,2001.835338,13002.730940,2555.241007,553.405670,0.687092462,23.966219,0.018917,0.951577980
P9,12,2139.767715,15142.498655,2699.776746,560.009030,0.712776325,22.115495,0.046896,0.934179722
P9,13,2241.237614,17383.736269,2800.603408,559.365793,0.726310646,21.163333,0.086376,0.788034180
P9,14,2366.071509,19749.807779,2930.617266,564.545757,0.742143757,20.067993,0.177408,0.771433046
P9,15,2504.446422,22254.254201,3078.186364,573.739942,0.757661023,19.011108,0.420566,0.755404911
P9,16,2722.919521,24977.173722,3311.424636,588.505114,0.776511894,17.733355,0.758927,0.735270352
P9,17,2837.810521,27814.984244,3433.668306,595.857785,0.783801374,17.245680,0.865892,0.716674608
P9,18,2872.882563,30687.866807,3472.401751,599.519188,0.787461282,16.996743,0.853636,0.699411816
P9,19,2692.334505,33380.201312,3283.616358,591.281852,0.777457384,17.665838,0.609315,0.681238366
P9,20,2757.335898,36137.537210,3356.190570,598.854672,0.780047500,17.495920,0.666370,0.666406008
P9,21,2908.547543,39046.084753,3510.961400,602.413857,0.786381465,17.077450,0.809214,0.652934584
P9,22,2904.648742,41950.733495,3503.847897,599.199155,0.781267897,17.409547,0.676659,0.640520145
P9,23,2843.765642,44794.499137,3432.494604,588.728962,0.769520519,18.187087,0.410182,0.628004638
P9,24,2830.648334,47625.147471,3418.539283,587.890948,0.767827160,18.302381,0.402887,0.617680476
P9,25,2744.137801,50369.285272,3331.705213,587.567413,0.759076787,18.916709,0.369794,0.515684364
P9,26,2497.760644,52867.045916,3076.082476,578.321831,0.735584946,20.552128,0.172140,0.499529852
P9,27,2468.486755,55335.532671,3048.975489,580.488734,0.725190435,21.300615,0.161354,0.492738458
P9,28,2453.593379,57789.126050,3027.815956,574.222577,0.714243322,22.078400,0.118431,0.487231850
P9,29,2455.189668,60244.315718,3032.777002,577.587334,0.704593642,22.789771,0.139087,0.482351331
P9,30,2453.979402,62698.295120,3028.937799,574.958397,0.692516847,23.673978,0.119106,0.477721951
P9,31,2438.480177,65136.775297,3008.773399,570.293222,0.684194721,24.290552,0.139459,0.471052406
P9,32,2290.701896,67427.477193,2858.423247,567.721351,0.662293220,25.887698,0.073418,0.460292492
P9,33,2346.328488,69773.805681,2912.324638,565.996151,0.667206778,25.537397,0.082914,0.448556274
P9,34,2360.369496,72134.175177,2928.523467,568.153972,0.667552796,25.536061,0.129959,0.434851935
P9,35,2606.474931,74740.650108,3181.751364,575.276433,0.694040483,23.636792,0.343235,0.421370115
P9,36,2915.285085,77655.935193,3500.008263,584.723178,0.723823171,21.483856,0.501028,0.409519590
P9,37,3225.214142,80881.149335,3811.927350,586.713207,0.743115043,20.095082,0.593339,0.317508002
P9,38,3456.413510,84337.562845,4045.447363,589.033854,0.758356487,19.004628,0.626569,0.319618026
P9,39,3527.907979,87865.470824,4115.643879,587.735900,0.757881141,19.023618,0.478550,0.321236491
P9,40,3362.206708,91227.677531,3935.399711,573.193003,0.729703141,20.980332,0.173466,0.317011929
P9,41,3237.899133,94465.576664,3809.604711,571.705578,0.716643042,21.919761,0.129089,0.315459027
P9,42,3154.587761,97620.164425,3721.075971,566.488210,0.712536986,22.217797,0.130886,0.317687230
P9,43,3052.751201,100672.915626,3620.087600,567.336400,0.697398309,23.320252,0.102685,0.320857919
P9,44,2890.910899,103563.826525,3454.408703,563.497804,0.672007776,25.172741,0.060461,0.324282591
P9,45,2607.188280,106171.014804,3173.597692,566.409412,0.630491518,28.252787,0.021881,0.327410082
P9,46,2390.143273,108561.158078,2951.711337,561.568063,0.590405463,31.268801,0.013762,0.329350581
P9,47,2140.747837,110701.905915,2703.268938,562.521101,0.546538896,34.577727,0.005313,0.330372740
P9,48,1918.629378,112620.535293,2483.175280,564.545901,0.502243177,37.930652,0.000154,0.329813251
P9,49,1729.218857,114349.754150,2294.737409,565.518552,0.463113549,40.906161,0.001488,0.302357657
P9,50,1564.728175,115914.482326,2131.494335,566.766159,0.430156394,43.412303,0.000368,0.285001000
P9,51,1454.760050,117369.242376,2024.569366,569.809316,0.408169613,45.084476,0.001717,0.263707362
P9,52,1380.471635,118749.714011,1950.285803,569.814169,0.393261185,46.217837,0.001209,0.246178672
P9,53,1333.771896,120083.485907,1901.861705,568.089809,0.388473453,46.588852,0.002391,0.232416818
P9,54,1268.272771,121351.758678,1837.713928,569.441157,0.380470417,47.198938,0.000940,0.222729531
P9,55,1187.630501,122539.389179,1756.786608,569.156107,0.367889728,48.156592,0.000000,0.216520662
P9,56,1130.490498,123669.879677,1698.542247,568.051749,0.356109749,49.054473,0.000000,0.213037409
P9,57,1061.182580,124731.062258,1629.300643,568.118063,0.343982769,49.976842,0.000000,0.211568134
P9,58,971.974857,125703.037115,1540.286608,568.311751,0.329984334,51.040571,0.000000,0.211403728
P9,59,904.504418,126607.541533,1473.354839,568.850421,0.323947072,51.501107,0.000000,0.212632413
P9,60,1139.714189,127747.255722,1704.789505,565.075316,0.361856884,48.612126,0.000000,0.211834447
